file_name,transcribed_text,phrase,sentence_wer,alignment_visualization
1249120_44415714_12774994.wav,[speaking in foreign language],I read a book for along time and when I finished reading I feel head ache,1.0,"=== SENTENCE 1 ===

REF:        i read       a     book for along time and when i finished reading i feel head ache
HYP: speaking   in foreign language *** ***** **** *** **** * ******** ******* * **** **** ****
            S    S       S        S   D     D    D   D    D D        D       D D    D    D    D

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=12 insertions=0 hits=0

mer=100.00%
wil=100.00%
wip=0.00%
wer=100.00%
"
1249120_44323331_89529293.wav,My hair is feeling out in hug amount.,My hair is falling out in huge amount,0.25,"=== SENTENCE 1 ===

REF: my hair is falling out in huge amount
HYP: my hair is feeling out in  hug amount
                      S           S       

=== SUMMARY ===
number of sentences: 1
substitutions=2 deletions=0 insertions=0 hits=6

mer=25.00%
wil=43.75%
wip=56.25%
wer=25.00%
"
1249120_44263136_64809479.wav,My whip is hurting so much.,My foot is hurting so much.,0.16666666666666666,"=== SENTENCE 1 ===

REF: my foot is hurting so much
HYP: my whip is hurting so much
           S                   

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=5

mer=16.67%
wil=30.56%
wip=69.44%
wer=16.67%
"
1249120_44259428_83019694.wav,I should pay in the lower lap.,I feel pain in the lower back,0.42857142857142855,"=== SENTENCE 1 ===

REF: i   feel pain in the lower back
HYP: i should  pay in the lower  lap
            S    S                 S

=== SUMMARY ===
number of sentences: 1
substitutions=3 deletions=0 insertions=0 hits=4

mer=42.86%
wil=67.35%
wip=32.65%
wer=42.86%
"
1249120_44259428_45992221.wav,I feel very late to ash.,i feel pain in my stomach,0.6666666666666666,"=== SENTENCE 1 ===

REF: i feel pain   in my stomach
HYP: i feel very late to     ash
               S    S  S       S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=0 hits=2

mer=66.67%
wil=88.89%
wip=11.11%
wer=66.67%
"
1249120_44273314_28827187.wav,"My child has tough all night, she can't sleep.","my child has cough all night, she can't sleep",0.1111111111111111,"=== SENTENCE 1 ===

REF: my child has cough all night she cant sleep
HYP: my child has tough all night she cant sleep
                      S                         

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=8

mer=11.11%
wil=20.99%
wip=79.01%
wer=11.11%
"
1249120_44294866_20041027.wav,I am disappointed.,i'm disappointed,1.0,"=== SENTENCE 1 ===

REF: * im disappointed
HYP: i am disappointed
     I  S             

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=1 hits=1

mer=66.67%
wil=83.33%
wip=16.67%
wer=100.00%
"
1249120_44294866_98831261.wav,I feel this when I said in front of my laptop for an hour or two. What was it being? It could be the reason.,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",0.38095238095238093,"=== SENTENCE 1 ===

REF: i feel dizzy when i **** set infront of my laptop for an hour or two what *** ** ***** possibly could be the reason
HYP: i feel  this when i said  in   front of my laptop for an hour or two what was it being       it could be the reason
                S           I   S       S                                        I  I     I        S                    

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=4 hits=17

mer=32.00%
wil=44.95%
wip=55.05%
wer=38.10%
"
1249120_44263136_42546148.wav,I feel pain inside and I cannot but I can fight.,I feel pain inside and I can not identify it,0.5,"=== SENTENCE 1 ===

REF: i feel pain inside and i ****** can not identify    it
HYP: i feel pain inside and i cannot but   i      can fight
                                   I   S   S        S     S

=== SUMMARY ===
number of sentences: 1
substitutions=4 deletions=0 insertions=1 hits=6

mer=45.45%
wil=67.27%
wip=32.73%
wer=50.00%
"
1249120_44323331_89173398.wav,I have an indigestant.,I have an indigestion,0.25,"=== SENTENCE 1 ===

REF: i have an indigestion
HYP: i have an indigestant
                         S

=== SUMMARY ===
number of sentences: 1
substitutions=1 deletions=0 insertions=0 hits=3

mer=25.00%
wil=43.75%
wip=56.25%
wer=25.00%
"
